164,حلم حياتي اشوفه لابس تيشيرت الاهلي يا سطام والاهلاويه يوم طالبت فيه الان يقولون لي لا يشيخ,0
165,الله لا يحطني بين يدك يشيخ,0
166,— الحب في هذه القلوب لا يشيخ ابدا مهما تقدم اصحابها في السن ليس بالقرب تمتلك القلوب هذه المقوله التي ابطلتها تجارب الحياه وخبرات الناس وقصص احباب فرقتهم العادات والتقاليد والظروف ولما التقوا التقوا احبابا ما مسهم وعثاء البعد  ,0
167,الدكه لا يشيخ انت تبيه يبكي,1
168,لا حول ولا قوه الله يسد نفسكم يشيخ الواحد مو ناقصه اخلاقه مع هالصباح وش هالنادي اللي يجيب التعاسه والمرض للواحد ,0
169,وكذلك الشيطان لغه العلماني والعلماني لا يشيخ مهما ذبل الجسد ,0
170,ايه هو اعلى بس لفوه وقالوا نجمع نقاط الاسبوع مع نقاط البرايم لا يشيخ انت وياه من متى,0
171,والله انتو الي طلع لكم صوت الحين الاتي من اكبر انديه اسيا وانت مخلي يشيخ ختى محليا فاشل لا دوري ولا كاس و تقول لواحد محقق دوري ابطال اسيا طلع لك صوت شكلك ولدت في,1
172,لا يشيخ قالك انتصره علي بطوله هدي علينا يريال مدريد,1
173,يشيخ لا ابوه ولا ابو من جابه,1
174,لا يشيخ يقولك ظروف عائليه هه,1
175,يشيخ الله لا يوفق الفريق اللي وصلنا لذي المواصيل,0
176,لا يشيخ يعني السياسه بازت,0
177,حتى وان شاخ الجسد الحب لا يشيخ ابدا ❤,0
178,عن خفه الجزء البسيط فينا عن شكل ذواتنا الاصليه عندما تتجرد من كل شيء؛وتظهر بهيئتها دون تكلف عن الجزء الذي لا يكبر ولا يشيخ ابدا عن كلمات مطمئنه يحتاج ان يسمعها كل يوم ولا تنتهي حاجته لها مع التكرار ابدا كطفل في كل يوم لا ينام الا عندما تذكره امه بانها هنا في الغرفه المجاوره,0
179,على الانسان ان يشيخ مع احدهم لا بسبب احدهم ناظم حكمت خواطر ادبيه,0
180,ماركو ماركو ماخذ زياده عن حقه الا الكاتب مرفع فيه و لا هو شخصيه ماخليه كمبارس يشيخ كينق يفقع عين هالمهان حتى ماقدر يدافع عن اوياجي و هذا يدلك على ضعفه و ماركو اضعف نائب يونكو,0
181,لا يشيخ وربي لاعبكم معفن انت ليش ماتعترف نفس جلوري و الباقين,0
182,ما انلام يوم اني اكره العرب وعقلياتهم يقولك لا تحكم وانت ماتعرف كل جوانب القصه يشيخ على رق انتم وقصتكم هذا قاىل ولازم يتعاقب,0
183,يوم يمضي ويوم يبدا قلب يقفل وقلب يفتح حزن يرحل وامل يتجدد لا يشيخ الانسان وفي قلبه امل يتجدد مع كل ضحكه يراها في وجه من يحب اللهم لك الحمد على قلوب تنبض بحبنا ونرى جمال حياتنا بوجودهم,0
184,لا تسوي خوي انت وراسك يشيخ كلزق بكايه,1
185,لا حول ولا قوه الا بالله وش وضع ام فريقنا كذا حتى الحارس يصاب ابو امها حاله يشيخ الى متى الى متى كذا,0
186,هه لا يشيخ لا يشيخ ,1
187, يشيخ وربي حرام تتابع كوره اقسم بالله عندي قناعه مو اي واحد يتابع كوره عشان لا تطلع لنا الاراء ذي واحد تحطه كل مباراه ف مركز وجايب لك هدفين ومدري كم اسيست وتبغا تشيله  يشيخ روح احرق الرسيفر حقك,0
188,لا يشيخ فكنا خذها انت هه,1
189,ننتظر الاقاله اخلصو الله لا يلعنكم يشيخ,0
190,لا يشيخ حد يصحى الحين سيارتك يهوو متى تطلع,0
191,يشيخ رح الله لا يوفقك ولا يحللك ويقهرك ويحرقك مثل ما قهرتني من شهور نصيح عليك ولا تفهم,0
192,ياخي غريبين انتم يعني انت تاخذ شغل وزير الرياضه وانت للترفيه فقط و بعدين عشان ما يزعل تعطيه منشن ولا شكر خاص في تغريده الله لا يبلانا يشيخ من التخبط اللي انتم فيه,0
193,سلاما و عشقا للذين يشيخون و لا يشيخ حبهم,0
194,هه لا يشيخ لكن مو مثل ذا البكايه بالله بذمتك هذا شوته ,1
195,كلها من ذا ابو حثره الله يقهرهم يشيخ لا لعيبه ولا مدرب ولا شي يفتح النفس يسدون النفس اذا م فازوا على الحزم على من بيفوزون :broken_heart: على ضمك ولا الرائد,0
196,هه لا يشيخ,1
197,لا يشيخ والله م كنت ادري انه يلعب ع مرتدات الله يلعنك ويلعن ادارتك للمباراه بس ي غبيي,0
198,لا والله يشيخ دز امها يا سباك,1
199,انا اتوقع يقوله كاني شيفتج فى مكان وهي تقول له لا يشيخ بنبره عادل امام فى مسرحيه الود سيد الشغال,1
200,ياخي اول شي تطلع ابو بكر لي ثاني شي الله ينعلك لي مقتنع ب موري منتهي وربي الكعبه لو مخلي بيتروس مع انسيلمو وخلا الفتيل الى ابدع ف مباراه تركتور ليش متلعبه بدال المنتهي موري ولا عشان انه اجنبي تلعبه بلا منيكه يشيخ لا تبعث ب الفريق,0
201,لا اله الا الله يشيخ متى يشطبون هالنادي ونفتك,0
202,لا يشيخ اركب يامسلي بس,1
203,الله يلعنك لا تاليسكا ولا ابو بكر ولا مشاريبوف لاعبين بمراكزهم وجاي امور فنيه الله لايوفق من حطك مدرب يشيخ,0
204,يشيخ الله لا يحطني بين يديك شذا,1
205,لا يشيخ وش هالظروف وحن م خلينا شيء الا وعطيناه,0
206,شوفو المنشن وشوف محبه الجمهور له اقسم بالله حرام تخسر محبتهم عشان سباك مثل مانو الله لا يوفقك يشيخ,0
207,لا يشيخ واحنا من الموسم اللي راح نرفع هاشتاقات جعلهم يرفعونك يالقزم بس مسوي انك العنيد,1
208,يشيخ الله لا يوفقك تحمل الخساره ياحمار تراك رئيس نادي كبير ياكلب ختفوو عليكك,1
209,يشيخ الله لايوفقك لا انت ولا مدربك,0
210,الله لا يوفقىكم يشيخ,0
211,اللقم يالسبك في خرقك انت ومستشارينك يالله اللحين اقيله وتحسب بنقول برافو لا ختفو في خرقك برضو مالك شي عندنا انت الله يقهرك يشيخ ضيعت موسم,1
212,هلاليه لكني مع عنفوان العميد الذي لا يشيخ :yellow_heart:,0
213,وانت مسوي فيها الهادي واللعيب وانت فاشل كوره والمرمى فاضي مو قادر تحطها روح يشيخ الله لا يوفقك ولا يوفقك رئيسك الفاشل ولا مدربك,0
214,قناعاتك التبن وعنادك الوصخ على الجمهور بسبب انك تبي تمشي رايك عليهم وان المدرب ذا ينفع الله لا يوفقك لا انت ولا مدربك وانت اللي تتحمل كل هالخساره تفوو يشيخ,0
215,يشيخ خذلتونا لا من اداره ولا من اداره,0
216,يشيخ الله لا يسامحكم,0
217,الله لا يجعلك تذوق السعاده يشيخ,0
218,الله لا يسامحك يشيخ رفعت ضغطي الله يرفع ضغطك,0
219,رايي مطلوب ما انتظرك تطلبه لا يشيخ مدري من قايله ان رايه مهم ويحتاجه الجميع,1
220,يشيخ والله لو انك قدامي لا امصك مصص :yellow_heart:,0
221,اقسم بربي انك كلىىب الله لا يوفقك يشيخ,0
222,اقسم بالله نادي بكايات الله لا يوفقكم يشيخ,1
223,لا يشيخ  تلخبطت,0
224,لا يشيخ تسوقها,1
225,لا يشيخ تمزح انت اي سعوديىه اي فضل قبل فتره سعوديين مفجريين نفسهم عندنا مسكين عايش باوهام مالكم فضل علينا يا عمري وبعدين شدخل صدام,0
226,لا يشيخ يكفي سوء,0
227,يشيخ بالله امسكو كوره يا عالم اش الفريق الخايس هذا,0
228,الحكم  لا تسوقها حقت الغنام ما قلنا شي يشيخ توكل,0
229,لا يشيخ معلومه مفيده,0
230,غلطه منك بالوسط تكلفك بهجمه خطيره الله لا يوفقكم يشيخ,0
231,كل ما واحد نزل اغنيه فوق النخل بطلعك واحد بقلك بتعرف انو بالاصل هي فوق النا خل لا يشيخ كلزق بس,1
232,موري الله لا يوفقك يشيخ وش الدفاعع ذاا,0
233,قلبي لا يطاوعني انتخب حكومه لا ناقه لي فيها ولا جمل يكفيني اني مواطنه عراقيه واثبحه لاجئه في وطني زمان كانت امهاتنا تحكي لنا عن خيل الحكومه بعد ما يشيخ الفرس او الحصان تستغني عنه الحكومه فيضعون طلقه براسه وينهوا حياته للتخلص منه وهكذا نحن كبار السن في العراق مثل خيل الحكومه,0
234,لا يشيخ ليه تطلع بيريرا الحين العمق,0
